condition,step,hypothesis,odds_accumulated,odds_recognizer,abs_log_error
s40_off,26,coffee_break(?coffee_machine=coffee_machine_0),5.674884e-01,5.674884e-01,2.22e-16
s40_off,26,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,0.00e+00
s40_off,26,"deliver_item(?item=item_4,?kitting_table=kitting_table_0)",2.103303e-03,2.103303e-03,0.00e+00
s40_off,26,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",1.105142e-02,1.105142e-02,0.00e+00
s40_off,26,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",5.136181e-03,5.136181e-03,0.00e+00
s40_off,26,"deliver_item(?item=item_7,?kitting_table=kitting_table_0)",7.922265e-04,7.922265e-04,0.00e+00
s40_off,27,ac_activation(?ac_switch=ac_switch_0),3.551648e-04,3.551648e-04,0.00e+00
s40_off,27,coffee_break(?coffee_machine=coffee_machine_0),4.624490e-01,4.624490e-01,1.11e-16
s40_off,27,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,0.00e+00
s40_off,27,"deliver_item(?item=item_4,?kitting_table=kitting_table_0)",1.463805e-03,1.463805e-03,0.00e+00
s40_off,27,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",8.110061e-03,8.110061e-03,0.00e+00
s40_off,27,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",3.674705e-03,3.674705e-03,0.00e+00
s40_off,27,"deliver_item(?item=item_7,?kitting_table=kitting_table_0)",5.390738e-04,5.390738e-04,0.00e+00
s40_off,28,ac_activation(?ac_switch=ac_switch_0),2.388235e-04,2.388235e-04,0.00e+00
s40_off,28,coffee_break(?coffee_machine=coffee_machine_0),3.741349e-01,3.741349e-01,0.00e+00
s40_off,28,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,0.00e+00
s40_off,28,"deliver_item(?item=item_4,?kitting_table=kitting_table_0)",1.017634e-03,1.017634e-03,0.00e+00
s40_off,28,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",5.940277e-03,5.940277e-03,0.00e+00
s40_off,28,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",2.624984e-03,2.624984e-03,0.00e+00
s40_off,28,"deliver_item(?item=item_7,?kitting_table=kitting_table_0)",3.666586e-04,3.666586e-04,0.00e+00
s40_off,29,ac_activation(?ac_switch=ac_switch_0),1.605690e-04,1.605690e-04,0.00e+00
s40_off,29,coffee_break(?coffee_machine=coffee_machine_0),3.005529e-01,3.005529e-01,0.00e+00
s40_off,29,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,0.00e+00
s40_off,29,"deliver_item(?item=item_4,?kitting_table=kitting_table_0)",7.067171e-04,7.067171e-04,8.88e-16
s40_off,29,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",4.342981e-03,4.342981e-03,0.00e+00
s40_off,29,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",1.872295e-03,1.872295e-03,0.00e+00
s40_off,29,"deliver_item(?item=item_7,?kitting_table=kitting_table_0)",2.492862e-04,2.492862e-04,0.00e+00
s40_off,30,ac_activation(?ac_switch=ac_switch_0),1.079413e-04,1.079413e-04,0.00e+00
s40_off,30,coffee_break(?coffee_machine=coffee_machine_0),2.397823e-01,2.397823e-01,0.00e+00
s40_off,30,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,0.00e+00
s40_off,30,"deliver_item(?item=item_4,?kitting_table=kitting_table_0)",4.903024e-04,4.903024e-04,0.00e+00
s40_off,30,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",3.169484e-03,3.169484e-03,0.00e+00
s40_off,30,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",1.333479e-03,1.333479e-03,0.00e+00
s40_off,30,"deliver_item(?item=item_7,?kitting_table=kitting_table_0)",1.694200e-04,1.694200e-04,0.00e+00
s40_off,31,ac_activation(?ac_switch=ac_switch_0),7.255366e-05,7.255366e-05,0.00e+00
s40_off,31,coffee_break(?coffee_machine=coffee_machine_0),1.900187e-01,1.900187e-01,2.22e-16
s40_off,31,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,4.44e-16
s40_off,31,"deliver_item(?item=item_4,?kitting_table=kitting_table_0)",3.398315e-04,3.398315e-04,0.00e+00
s40_off,31,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",2.309024e-03,2.309024e-03,0.00e+00
s40_off,31,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.483778e-04,9.483778e-04,8.88e-16
s40_off,31,"deliver_item(?item=item_7,?kitting_table=kitting_table_0)",1.150981e-04,1.150981e-04,0.00e+00
s40_off,32,ac_activation(?ac_switch=ac_switch_0),4.876184e-05,4.876184e-05,0.00e+00
s40_off,32,coffee_break(?coffee_machine=coffee_machine_0),1.496030e-01,1.496030e-01,0.00e+00
s40_off,32,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,0.00e+00
s40_off,32,"deliver_item(?item=item_4,?kitting_table=kitting_table_0)",2.353210e-04,2.353210e-04,0.00e+00
s40_off,32,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",1.679291e-03,1.679291e-03,0.00e+00
s40_off,32,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",6.735636e-04,6.735636e-04,0.00e+00
s40_off,32,"deliver_item(?item=item_7,?kitting_table=kitting_table_0)",7.816549e-05,7.816549e-05,0.00e+00
s40_off,33,ac_activation(?ac_switch=ac_switch_0),3.276824e-05,3.276824e-05,0.00e+00
s40_off,33,coffee_break(?coffee_machine=coffee_machine_0),1.170397e-01,1.170397e-01,0.00e+00
s40_off,33,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,0.00e+00
s40_off,33,"deliver_item(?item=item_4,?kitting_table=kitting_table_0)",1.628060e-04,1.628060e-04,0.00e+00
s40_off,33,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",1.219269e-03,1.219269e-03,0.00e+00
s40_off,33,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",4.777445e-04,4.777445e-04,0.00e+00
s40_off,33,"deliver_item(?item=item_7,?kitting_table=kitting_table_0)",5.306542e-05,5.306542e-05,0.00e+00
s40_off,34,ac_activation(?ac_switch=ac_switch_0),2.201819e-05,2.201819e-05,0.00e+00
s40_off,34,coffee_break(?coffee_machine=coffee_machine_0),9.100410e-02,9.100410e-02,0.00e+00
s40_off,34,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,0.00e+00
s40_off,34,"deliver_item(?item=item_4,?kitting_table=kitting_table_0)",1.125402e-04,1.125402e-04,0.00e+00
s40_off,34,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",8.838258e-04,8.838258e-04,0.00e+00
s40_off,34,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",3.384151e-04,3.384151e-04,8.88e-16
s40_off,34,"deliver_item(?item=item_7,?kitting_table=kitting_table_0)",3.601335e-05,3.601335e-05,0.00e+00
s40_off,35,ac_activation(?ac_switch=ac_switch_0),1.479340e-05,1.479340e-05,0.00e+00
s40_off,35,coffee_break(?coffee_machine=coffee_machine_0),7.034127e-02,7.034127e-02,0.00e+00
s40_off,35,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,0.00e+00
s40_off,35,"deliver_item(?item=item_4,?kitting_table=kitting_table_0)",7.772956e-05,7.772956e-05,0.00e+00
s40_off,35,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",6.396523e-04,6.396523e-04,0.00e+00
s40_off,35,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",2.394181e-04,2.394181e-04,0.00e+00
s40_off,35,"deliver_item(?item=item_7,?kitting_table=kitting_table_0)",2.443297e-05,2.443297e-05,0.00e+00
s40_off,36,ac_activation(?ac_switch=ac_switch_0),9.938360e-06,9.938360e-06,0.00e+00
s40_off,36,coffee_break(?coffee_machine=coffee_machine_0),5.405900e-02,5.405900e-02,0.00e+00
s40_off,36,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,0.00e+00
s40_off,36,"deliver_item(?item=item_4,?kitting_table=kitting_table_0)",5.364375e-05,5.364375e-05,0.00e+00
s40_off,36,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",4.622192e-04,4.622192e-04,0.00e+00
s40_off,36,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",1.691740e-04,1.691740e-04,0.00e+00
s40_off,36,"deliver_item(?item=item_7,?kitting_table=kitting_table_0)",1.657125e-05,1.657125e-05,0.00e+00
s40_off,37,ac_activation(?ac_switch=ac_switch_0),6.676123e-06,6.676123e-06,0.00e+00
s40_off,37,coffee_break(?coffee_machine=coffee_machine_0),4.131633e-02,4.131633e-02,0.00e+00
s40_off,37,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,0.00e+00
s40_off,37,"deliver_item(?item=item_4,?kitting_table=kitting_table_0)",3.699297e-05,3.699297e-05,0.00e+00
s40_off,37,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",3.334991e-04,3.334991e-04,0.00e+00
s40_off,37,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",1.193974e-04,1.193974e-04,0.00e+00
s40_off,37,"deliver_item(?item=item_7,?kitting_table=kitting_table_0)",1.123583e-05,1.123583e-05,0.00e+00
s40_off,38,ac_activation(?ac_switch=ac_switch_0),4.484342e-06,4.484342e-06,0.00e+00
s40_off,38,coffee_break(?coffee_machine=coffee_machine_0),3.140931e-02,3.140931e-02,0.00e+00
s40_off,38,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,0.00e+00
s40_off,38,"deliver_item(?item=item_4,?kitting_table=kitting_table_0)",2.549168e-05,2.549168e-05,0.00e+00
s40_off,38,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",2.402701e-04,2.402701e-04,0.00e+00
s40_off,38,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",8.416968e-05,8.416968e-05,0.00e+00
s40_off,38,"deliver_item(?item=item_7,?kitting_table=kitting_table_0)",7.616070e-06,7.616070e-06,0.00e+00
s40_off,39,ac_activation(?ac_switch=ac_switch_0),3.011897e-06,3.011897e-06,0.00e+00
s40_off,39,coffee_break(?coffee_machine=coffee_machine_0),2.375551e-02,2.375551e-02,0.00e+00
s40_off,39,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,0.00e+00
s40_off,39,"deliver_item(?item=item_4,?kitting_table=kitting_table_0)",1.755368e-05,1.755368e-05,0.00e+00
s40_off,39,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",1.728535e-04,1.728535e-04,0.00e+00
s40_off,39,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",5.926935e-05,5.926935e-05,0.00e+00
s40_off,39,"deliver_item(?item=item_7,?kitting_table=kitting_table_0)",5.161035e-06,5.161035e-06,0.00e+00
s40_off,40,ac_activation(?ac_switch=ac_switch_0),2.022786e-06,2.022786e-06,0.00e+00
s40_off,40,coffee_break(?coffee_machine=coffee_machine_0),1.787826e-02,1.787826e-02,0.00e+00
s40_off,40,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,0.00e+00
s40_off,40,"deliver_item(?item=item_4,?kitting_table=kitting_table_0)",1.207925e-05,1.207925e-05,0.00e+00
s40_off,40,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",1.241781e-04,1.241781e-04,0.00e+00
s40_off,40,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",4.169005e-05,4.169005e-05,0.00e+00
s40_off,40,"deliver_item(?item=item_7,?kitting_table=kitting_table_0)",3.496450e-06,3.496450e-06,0.00e+00
s40_off,41,ac_activation(?ac_switch=ac_switch_0),1.358408e-06,1.358408e-06,0.00e+00
s40_off,41,coffee_break(?coffee_machine=coffee_machine_0),1.339138e-02,1.339138e-02,0.00e+00
s40_off,41,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,0.00e+00
s40_off,41,"deliver_item(?item=item_4,?kitting_table=kitting_table_0)",8.306605e-06,8.306605e-06,0.00e+00
s40_off,41,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",8.908702e-05,8.908702e-05,0.00e+00
s40_off,41,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",2.929381e-05,2.929381e-05,0.00e+00
s40_off,41,"deliver_item(?item=item_7,?kitting_table=kitting_table_0)",2.368134e-06,2.368134e-06,0.00e+00
s40_off,42,ac_activation(?ac_switch=ac_switch_0),9.121839e-07,9.121839e-07,0.00e+00
s40_off,42,coffee_break(?coffee_machine=coffee_machine_0),9.984990e-03,9.984990e-03,0.00e+00
s40_off,42,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,0.00e+00
s40_off,42,"deliver_item(?item=item_4,?kitting_table=kitting_table_0)",5.708600e-06,5.708600e-06,0.00e+00
s40_off,42,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",6.382649e-05,6.382649e-05,0.00e+00
s40_off,42,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",2.056238e-05,2.056238e-05,0.00e+00
s40_off,42,"deliver_item(?item=item_7,?kitting_table=kitting_table_0)",1.603533e-06,1.603533e-06,0.00e+00
s40_off,43,ac_activation(?ac_switch=ac_switch_0),6.125025e-07,6.125025e-07,0.00e+00
s40_off,43,coffee_break(?coffee_machine=coffee_machine_0),7.412654e-03,7.412654e-03,0.00e+00
s40_off,43,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,0.00e+00
s40_off,43,"deliver_item(?item=item_4,?kitting_table=kitting_table_0)",3.920736e-06,3.920736e-06,0.00e+00
s40_off,43,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",4.566866e-05,4.566866e-05,0.00e+00
s40_off,43,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",1.441909e-05,1.441909e-05,0.00e+00
s40_off,43,"deliver_item(?item=item_7,?kitting_table=kitting_table_0)",1.085539e-06,1.085539e-06,0.00e+00
s40_off,44,ac_activation(?ac_switch=ac_switch_0),4.112520e-07,4.112520e-07,0.00e+00
s40_off,44,coffee_break(?coffee_machine=coffee_machine_0),5.480034e-03,5.480034e-03,0.00e+00
s40_off,44,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,0.00e+00
s40_off,44,"deliver_item(?item=item_4,?kitting_table=kitting_table_0)",2.691204e-06,2.691204e-06,0.00e+00
s40_off,44,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",3.263472e-05,3.263472e-05,0.00e+00
s40_off,44,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",1.010139e-05,1.010139e-05,0.00e+00
s40_off,44,"deliver_item(?item=item_7,?kitting_table=kitting_table_0)",7.347050e-07,7.347050e-07,0.00e+00
s40_off,45,ac_activation(?ac_switch=ac_switch_0),2.761113e-07,2.761113e-07,0.00e+00
s40_off,45,coffee_break(?coffee_machine=coffee_machine_0),4.035095e-03,4.035095e-03,0.00e+00
s40_off,45,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,0.00e+00
s40_off,45,"deliver_item(?item=item_4,?kitting_table=kitting_table_0)",1.846187e-06,1.846187e-06,0.00e+00
s40_off,45,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",2.329158e-05,2.329158e-05,0.00e+00
s40_off,45,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",7.069933e-06,7.069933e-06,0.00e+00
s40_off,45,"deliver_item(?item=item_7,?kitting_table=kitting_table_0)",4.971456e-07,4.971456e-07,0.00e+00
s40_off,46,ac_activation(?ac_switch=ac_switch_0),1.853692e-07,1.853692e-07,0.00e+00
s40_off,46,coffee_break(?coffee_machine=coffee_machine_0),2.959790e-03,2.959790e-03,0.00e+00
s40_off,46,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,0.00e+00
s40_off,46,"deliver_item(?item=item_4,?kitting_table=kitting_table_0)",1.265795e-06,1.265795e-06,0.00e+00
s40_off,46,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",1.660308e-05,1.660308e-05,0.00e+00
s40_off,46,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",4.943696e-06,4.943696e-06,0.00e+00
s40_off,46,"deliver_item(?item=item_7,?kitting_table=kitting_table_0)",3.363261e-07,3.363261e-07,0.00e+00
s40_off,47,ac_activation(?ac_switch=ac_switch_0),1.244426e-07,1.244426e-07,0.00e+00
s40_off,47,coffee_break(?coffee_machine=coffee_machine_0),2.163107e-03,2.163107e-03,0.00e+00
s40_off,47,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,0.00e+00
s40_off,47,"deliver_item(?item=item_4,?kitting_table=kitting_table_0)",8.673959e-07,8.673959e-07,0.00e+00
s40_off,47,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",1.182119e-05,1.182119e-05,0.00e+00
s40_off,47,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",3.453835e-06,3.453835e-06,0.00e+00
s40_off,47,"deliver_item(?item=item_7,?kitting_table=kitting_table_0)",2.274820e-07,2.274820e-07,0.00e+00
s40_off,48,ac_activation(?ac_switch=ac_switch_0),8.353718e-08,8.353718e-08,0.00e+00
s40_off,48,coffee_break(?coffee_machine=coffee_machine_0),1.575346e-03,1.575346e-03,0.00e+00
s40_off,48,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,0.00e+00
s40_off,48,"deliver_item(?item=item_4,?kitting_table=kitting_table_0)",5.940812e-07,5.940812e-07,0.00e+00
s40_off,48,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",8.406766e-06,8.406766e-06,0.00e+00
s40_off,48,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",2.410879e-06,2.410879e-06,0.00e+00
s40_off,48,"deliver_item(?item=item_7,?kitting_table=kitting_table_0)",1.538318e-07,1.538318e-07,0.00e+00
s40_off,49,ac_activation(?ac_switch=ac_switch_0),5.607521e-08,5.607521e-08,0.00e+00
s40_off,49,coffee_break(?coffee_machine=coffee_machine_0),1.143467e-03,1.143467e-03,0.00e+00
s40_off,49,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,0.00e+00
s40_off,49,"deliver_item(?item=item_4,?kitting_table=kitting_table_0)",4.066830e-07,4.066830e-07,0.00e+00
s40_off,49,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",5.971785e-06,5.971785e-06,0.00e+00
s40_off,49,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",1.681449e-06,1.681449e-06,0.00e+00
s40_off,49,"deliver_item(?item=item_7,?kitting_table=kitting_table_0)",1.040065e-07,1.040065e-07,0.00e+00
s40_off,50,ac_activation(?ac_switch=ac_switch_0),3.763944e-08,3.763944e-08,0.00e+00
s40_off,50,coffee_break(?coffee_machine=coffee_machine_0),8.273453e-04,8.273453e-04,0.00e+00
s40_off,50,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,0.00e+00
s40_off,50,"deliver_item(?item=item_4,?kitting_table=kitting_table_0)",2.782628e-07,2.782628e-07,0.00e+00
s40_off,50,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",4.237390e-06,4.237390e-06,0.00e+00
s40_off,50,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",1.171755e-06,1.171755e-06,0.00e+00
s40_off,50,"deliver_item(?item=item_7,?kitting_table=kitting_table_0)",7.030605e-08,7.030605e-08,0.00e+00
s40_off,51,ac_activation(?ac_switch=ac_switch_0),2.526373e-08,2.526373e-08,0.00e+00
s40_off,51,coffee_break(?coffee_machine=coffee_machine_0),5.968005e-04,5.968005e-04,0.00e+00
s40_off,51,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,0.00e+00
s40_off,51,"deliver_item(?item=item_4,?kitting_table=kitting_table_0)",1.903050e-07,1.903050e-07,0.00e+00
s40_off,51,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",3.003469e-06,3.003469e-06,0.00e+00
s40_off,51,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",8.159133e-07,8.159133e-07,0.00e+00
s40_off,51,"deliver_item(?item=item_7,?kitting_table=kitting_table_0)",4.751664e-08,4.751664e-08,0.00e+00
s40_off,52,ac_activation(?ac_switch=ac_switch_0),1.695644e-08,1.695644e-08,0.00e+00
s40_off,52,coffee_break(?coffee_machine=coffee_machine_0),4.292515e-04,4.292515e-04,0.00e+00
s40_off,52,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,0.00e+00
s40_off,52,"deliver_item(?item=item_4,?kitting_table=kitting_table_0)",1.300911e-07,1.300911e-07,0.00e+00
s40_off,52,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",2.126618e-06,2.126618e-06,0.00e+00
s40_off,52,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",5.676950e-07,5.676950e-07,0.00e+00
s40_off,52,"deliver_item(?item=item_7,?kitting_table=kitting_table_0)",3.210864e-08,3.210864e-08,0.00e+00
s40_off,53,ac_activation(?ac_switch=ac_switch_0),1.138034e-08,1.138034e-08,0.00e+00
s40_off,53,coffee_break(?coffee_machine=coffee_machine_0),3.078885e-04,3.078885e-04,0.00e+00
s40_off,53,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,0.00e+00
s40_off,53,"deliver_item(?item=item_4,?kitting_table=kitting_table_0)",8.889011e-08,8.889011e-08,0.00e+00
s40_off,53,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",1.504210e-06,1.504210e-06,0.00e+00
s40_off,53,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",3.946926e-07,3.946926e-07,0.00e+00
s40_off,53,"deliver_item(?item=item_7,?kitting_table=kitting_table_0)",2.169320e-08,2.169320e-08,3.55e-15
s40_off,54,ac_activation(?ac_switch=ac_switch_0),7.637660e-09,7.637660e-09,0.00e+00
s40_off,54,coffee_break(?coffee_machine=coffee_machine_0),2.202571e-04,2.202571e-04,0.00e+00
s40_off,54,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,0.00e+00
s40_off,54,"deliver_item(?item=item_4,?kitting_table=kitting_table_0)",6.071195e-08,6.071195e-08,0.00e+00
s40_off,54,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",1.062895e-06,1.062895e-06,0.00e+00
s40_off,54,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",2.742108e-07,2.742108e-07,0.00e+00
s40_off,54,"deliver_item(?item=item_7,?kitting_table=kitting_table_0)",1.465390e-08,1.465390e-08,0.00e+00
s40_off,55,ac_activation(?ac_switch=ac_switch_0),5.125666e-09,5.125666e-09,0.00e+00
s40_off,55,coffee_break(?coffee_machine=coffee_machine_0),1.571719e-04,1.571719e-04,0.00e+00
s40_off,55,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,0.00e+00
s40_off,55,"deliver_item(?item=item_4,?kitting_table=kitting_table_0)",4.144914e-08,4.144914e-08,0.00e+00
s40_off,55,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",7.503189e-07,7.503189e-07,1.78e-15
s40_off,55,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",1.903709e-07,1.903709e-07,0.00e+00
s40_off,55,"deliver_item(?item=item_7,?kitting_table=kitting_table_0)",9.897214e-09,9.897214e-09,0.00e+00
s40_off,56,ac_activation(?ac_switch=ac_switch_0),3.439743e-09,3.439743e-09,0.00e+00
s40_off,56,coffee_break(?coffee_machine=coffee_machine_0),1.118870e-04,1.118870e-04,0.00e+00
s40_off,56,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,0.00e+00
s40_off,56,"deliver_item(?item=item_4,?kitting_table=kitting_table_0)",2.828675e-08,2.828675e-08,0.00e+00
s40_off,56,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",5.291575e-07,5.291575e-07,0.00e+00
s40_off,56,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",1.320734e-07,1.320734e-07,0.00e+00
s40_off,56,"deliver_item(?item=item_7,?kitting_table=kitting_table_0)",6.683515e-09,6.683515e-09,0.00e+00
s40_off,57,ac_activation(?ac_switch=ac_switch_0),2.308276e-09,2.308276e-09,0.00e+00
s40_off,57,coffee_break(?coffee_machine=coffee_machine_0),7.946811e-05,7.946811e-05,0.00e+00
s40_off,57,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+01,1.000000e+01,0.00e+00
s40_off,57,"deliver_item(?item=item_4,?kitting_table=kitting_table_0)",1.929666e-08,1.929666e-08,0.00e+00
s40_off,57,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",3.728357e-07,3.728357e-07,0.00e+00
s40_off,57,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",9.156649e-08,9.156649e-08,0.00e+00
s40_off,57,"deliver_item(?item=item_7,?kitting_table=kitting_table_0)",4.512645e-09,4.512645e-09,0.00e+00
s40_off,58,ac_activation(?ac_switch=ac_switch_0),1.548947e-09,1.548947e-09,0.00e+00
s40_off,58,coffee_break(?coffee_machine=coffee_machine_0),5.631981e-05,5.631981e-05,0.00e+00
s40_off,58,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+02,1.000000e+02,0.00e+00
s40_off,58,"deliver_item(?item=item_4,?kitting_table=kitting_table_0)",1.315885e-08,1.315885e-08,0.00e+00
s40_off,58,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",2.624539e-07,2.624539e-07,0.00e+00
s40_off,58,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",6.344134e-08,6.344134e-08,0.00e+00
s40_off,58,"deliver_item(?item=item_7,?kitting_table=kitting_table_0)",3.046447e-09,3.046447e-09,0.00e+00
s40_off,59,ac_activation(?ac_switch=ac_switch_0),1.548947e-09,1.548947e-09,0.00e+00
s40_off,59,coffee_break(?coffee_machine=coffee_machine_0),5.631981e-05,5.631981e-05,0.00e+00
s40_off,59,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+02,1.000000e+02,0.00e+00
s40_off,59,"deliver_item(?item=item_4,?kitting_table=kitting_table_0)",1.315885e-08,1.315885e-08,0.00e+00
s40_off,59,"deliver_item(?item=item_5,?kitting_table=kitting_table_0)",2.624539e-07,2.624539e-07,0.00e+00
s40_off,59,"deliver_item(?item=item_6,?kitting_table=kitting_table_0)",6.344134e-08,6.344134e-08,0.00e+00
s40_off,59,"deliver_item(?item=item_7,?kitting_table=kitting_table_0)",3.046447e-09,3.046447e-09,0.00e+00
s40_off,60,ac_activation(?ac_switch=ac_switch_0),1.548947e-09,1.548947e-09,0.00e+00
s40_off,60,coffee_break(?coffee_machine=coffee_machine_0),5.631981e-05,5.631981e-05,0.00e+00
s40_off,60,"deliver_item(?item=item_3,?kitting_table=kitting_table_0)",1.000000e+02,1.000000e+02,0.00e+00
s40_off,60,"deliver_item(?item=item_4,?kitting_table=kitting_table_0)",1.315885e-07,1.315885e-07,0.00e+00
